aug_tweet,label,tweet
coronavirus karaoke vaccine linked to covid outbreak – potential customer told on selfisolate,real,coronavirus karaoke night linked to covid outbreak a pub customer told to selfisolate
coronavirus care laboratory staff in covid harbor wait for a copy for positive result,real,coronavirus care home staff in covid hotspot wait over a week for test result
medication or insulin are popular medicine to cure cancers,fake,azithromycin and ivermectin are efficient medicine to cure covid
claim prevents dogs coronavirus infection containing a there was a canine coronavirus vaccine since,fake,claim that the coronavirus isnt new a there is a canine coronavirus vaccine since
senate liberal government fiveyear shield from coronavirus vaccines,fake,senate gop proposing fiveyear shield from coronavirus lawsuit
a post doc study show some estimated shot frequency increase per person showed susceptibility to covid,fake,a post claim study show the flu shot will increase a person s susceptibility to covid
a diet free diet can reduce benefits from cvd according and a new review,real,pescomediterranean diet intermittent fasting can reduce risk for cvd according to a new review
er virus on the top down during the coronavirus pandemic,real,er visit in the u down during the coronavirus pandemic
video show a policeman taking bribe against migrant worker reddy surat,fake,video show a policeman taking bribe from migrating worker in surat
shopper standing over full backtofront facing coronavirus wearing facemasks,fake,shopper wa wearing facemask backtofront shopping coronavirus lockdown facemasks
the committee regarding educational affair approved opening of school in all state universities july,fake,the ministry of home affair approved opening of school in all state from july
some cancer treatment attempts by covid are already being revived,real,some cancer trial interrupted by covid are now being revived
henry kissinger said that population tends to be done by vaccine for the infected people,fake,henry kissinger said that population reduction should be done by vaccine for the common good
the consumption pork pig cause covid entry over brazil,fake,the consumption of pig cause covid entry into indonesia
herman cain poisoning come caused by being hospitalized with covid,real,herman cain death come week after being hospitalized with covid
factchecking stories on abc echo hall claim on a joe biden thread,fake,factchecking president trump abc town hall claim on coronavirus joe biden thread
acute drinking poisoned decoction coffee corona infected mushrooms were cured,fake,by drinking ayurvedic decoction thousand corona infected patient were cured
a doctor named pune died of coronavirus and subsequently cremated by ship in 1947,fake,a doctor from pune died of coronavirus and wa cremated by muslim in pune
new demonstration target madrid ahead of this tough new lockdown measure,real,coronavirus demonstration in madrid ahead of monday tough new lockdown measure
if a mask make you uncomfortable or waste another summer stay home,real,if a mask make you uncomfortable or affect your breathing stay home
a viral video on the imperial labs inventor developed the test don't adequately diagnose covid,fake,a facebook video claim the pcr test inventor said the test do not effectively diagnose covid
your mother wont too grateful that covid vaccine thats for failure,fake,waterford mother wont be getting that covid vaccine thats for sure
bloody francis 2009 crisis – chance should come out better via ajenglish,fake,pope francis covid crisis a chance to come out better via ajenglish
