id,tweet,label
5153,indiafightscorona nearly of the new case are reported from only five state these are the same state that are also contributing of the new recovered case staysafe indiawillwin,real
5154,over coronavirus case were removed from texas total state count the removed test were positive antigen test which are fastacting test with a high rate of false negative politifacttexas,fake
5155,check out our guide with way to avoid misinformation during the coronavirus pandemic,fake
5156,the two people in tokoroa who have tested positive for covid are being moved to the quarantine facility in auckland their family and close contact are in self isolation and all have returned negative test,real
5157,countin flower on the wall nothin to do but die of boredom donaldtrump coronavirus augustamasters,fake
5158,california had seen rising case count but it other number looked solid positive wa low hospitalization were not growing but this week the state appears to be turning,real
5159,guideline for school in telangana to reopen for the academic year,fake
5160,government on india plan for exiting the lockdown in five phase,fake
5161,a graphic video ha been viewed ten of thousand of time in multiple post on facebook and twitter alongside a claim it show two islamist extremist killing a hindu man in the indian state of rajasthan during india s covid lockdown,fake
5162,rt pratimbose lakh covid __19 test per day from a little a day at the beginning of april no shortage of ventilator pp,real
5163,rt imperialcollege frasernelson thanks for confirming neil ferguson s imperial model did not point to covid death for sweden,real
5164,if you have fever cough loss of taste or smell or certain other symptom you might have covid 19 if you think you might have covid or think you may have been near someone who ha covid contact a healthcare provider for medical advice,real
5165,rt nytimes after precious woke up and her condition improved dr byer and a resident physician rolled a tablet computer into her room,real
5166,trump midcourse correction donaldtrump coronavirus 2020presidentialelection mailinvoting,fake
5167,covid achha chalta hu boy breathed his hast after singing a hindi song,fake
5168,acc to aai_official day of voluntary homequarantine is assigned to all passenger arriving in rajasthan symptomatic passenger are isolated and taken to the nearest health facility covid 19 covid __19 covid covid _19 covidー 19 coronavirus,real
5169,briton are set to bask in even warmer temperature on sunday a people are urged to keep following coronavirus restriction while case rise,real
